1154.7,236
1152.7,236
1150.75,236
1148.75,236
1146.75,236
1144.8,236
1142.8,236
1140.8,236
1138.85,236
1136.85,236
1134.9,236
1132.9,236
1130.95,236
1128.95,236
1127,236
1125,236
1123,236
1121.05,236
1119.05,236
1117.1,236
1115.1,236
1113.15,236
1111.15,236
1109.2,236
1107.2,236
1105.25,236
1103.25,236
1101.25,236
1099.3,236
1097.3,236
1095.3,236
1093.35,236
1091.35,236
1089.4,236
1087.4,236
1085.45,236
1083.5,236
1081.5,236
1079.5,236
1077.55,236
1075.55,236
1073.55,236
1071.6,236
1069.6,236
1067.65,236
1065.65,236
1063.7,236
1061.7,236
1059.75,236
1057.75,236
1055.75,236
1053.8,236
1051.8,236
1049.8,236
1047.85,236
1045.9,236
1045.9,234
1045.9,232.05
1045.9,230.05
1045.9,228.1
1045.9,226.1
1045.9,224.1
1045.9,222.15
1045.9,220.15
1045.9,218.15
1045.9,216.2
1045.9,214.2
1045.9,212.25
1045.9,210.25
1045.9,208.3
1045.9,206.3
1045.9,204.35
1045.9,202.35
1045.9,200.4
1045.9,198.4
1045.9,196.4
1045.9,194.45
1045.9,192.45
1045.9,190.5
1045.9,188.5
1045.9,186.55
1045.9,184.55
1045.9,182.6
1045.9,180.6
1045.9,178.6
1045.9,176.65
1045.9,174.65
1045.9,172.65
1045.9,170.7
1045.9,168.7
1045.9,166.75
1045.9,164.8
1045.9,162.8
1045.9,160.85
1045.9,158.85
1045.9,156.85
1045.9,154.9
1045.9,152.9
1045.9,150.9
1045.9,148.95
1045.9,146.95
1045.9,145
1045.9,143
1045.9,141.05
1045.9,139.05
1045.9,137.1
1045.9,135.1
1045.9,133.15
1045.9,131.15
1045.9,129.15
1045.9,127.2
1045.1,126
1043.15,126
1041.15,126
1039.2,126
1037.2,126
1035.25,126
1033.25,126
1031.25,126
1029.3,126
1027.3,126
1025.3,126
1023.35,126
1021.35,126
1019.4,126
1017.4,126
1015.45,126
1013.45,126
1011.5,126
1009.5,126
1007.55,126
1005.55,126
1003.55,126
1001.6,126
999.6,126
997.65,126
995.65,126
993.7,126
991.7,126
989.75,126
987.75,126
985.8,126
983.8,126
981.8,126
979.85,126
977.85,126
975.9,126
973.9,126
971.95,126
969.95,126
968,126
966,126
964,126
962.05,126
960.05,126
958.05,126
956.1,126
954.1,126
952.15,126
950.15,126
948.2,126
946.2,126
944.25,126
942.25,126
940.3,126
938.3,126
936.3,126
934.35,126
932.35,126
930.4,126
928.4,126
926.45,126
924.45,126
922.5,126
920.5,126
918.55,126
916.55,126
914.55,126
912.6,126
910.6,126
908.6,126
906.65,126
904.65,126
902.7,126
900.75,126
898.75,126
896.75,126
894.8,126
892.8,126
890.9,126.1
890.9,128.05
890.9,130.05
890.9,132
890.9,134
890.9,135.95
890.9,137.95
890.9,139.9
890.9,141.9
890.9,143.85
890.9,145.85
890.9,147.85
890.9,149.8
890.9,151.8
890.9,153.75
890.9,155.75
890.9,157.7
890.9,159.7
890.9,161.65
890.9,163.65
890.9,165.65
890.9,167.6
890.9,169.6
890.9,171.6
890.9,173.55
890.9,175.55
890.9,177.5
890.9,179.5
890.9,181.45
890.9,183.45
890.9,185.4
890.9,187.4
890.9,189.35
890.9,191.35
890.9,193.35
890.9,195.3
890.9,197.3
890.9,199.25
890.9,201.25
890.9,203.2
890.9,205.2
890.9,207.15
890.9,209.15
890.9,211.1
890.9,213.1
890.9,215.1
890.9,217.05
890.9,219.05
890.9,221.05
890.9,223
890.9,224.95
890.9,226.95
890.9,228.9
890.9,230.9
890.9,232.9
890.9,234.85
890.9,236.85
890.9,238.8
890.9,240.8
890.9,242.8
890.9,244.75
890.9,246.75
890.9,248.7
890.9,250.7
890.9,252.65
890.9,254.65
890.9,256.6
890.9,258.6
890.9,260.6
890.9,262.55
890.9,264.55
890.9,266.5
890.9,268.5
890.9,270.45
890.9,272.45
890.9,274.4
890.9,276.4
890.9,278.35
890.9,280.35
890.9,282.35
890.9,284.3
890.9,286.3
890.9,288.3
890.9,290.25
890.9,292.25
890.9,294.2
890.9,296.15
890.9,298.15
890.9,300.15
890.9,302.1
890.9,304.1
890.9,306.1
890.9,308.05
890.9,310.05
890.9,312
889.9,313
887.95,313
885.95,313
884,313
882,313
880.05,313
878.05,313
876.05,313
874.1,313
872.1,313
870.15,313
868.15,313
866.2,313
864.2,313
862.25,313
860.25,313
858.3,313
856.3,313
854.3,313
852.35,313
850.35,313
848.35,313
846.4,313
844.4,313
842.45,313
840.45,313
838.5,313
836.5,313
834.55,313
832.55,313
830.55,313
828.6,313
826.6,313
824.65,313
822.65,313
820.7,313
818.7,313
816.75,313
814.75,313
812.8,313
810.8,313
808.8,313
806.85,313
804.85,313
802.85,313
800.9,313
798.95,313
796.95,313
795,313
793,313
791.05,313
789.05,313
787.05,313
785.1,313
783.1,313
781.1,313
779.15,313
777.15,313
775.95,312.25
775.95,310.25
775.95,308.3
775.95,306.3
775.95,304.35
775.95,302.35
775.95,300.35
775.95,298.4
775.95,296.4
775.95,294.45
775.95,292.45
775.95,290.5
775.95,288.5
775.95,286.55
775.95,284.55
775.95,282.6
775.95,280.6
775.95,278.6
775.95,276.65
775.95,274.65
775.95,272.65
775.95,270.7
775.95,268.7
775.95,266.75
775.95,264.8
775.95,262.8
775.95,260.85
775.95,258.85
775.95,256.85
775.95,254.9
775.95,252.9
775.95,250.9
775.95,248.95
775.95,246.95
775.95,245
775.95,243
775.95,241.05
775.95,239.05
775.95,237.1
775.95,235.1
775.95,233.1
775.95,231.15
775.95,229.15
775.95,227.2
775.95,225.2
775.95,223.25
775.95,221.25
775.95,219.3
775.95,217.3
775.95,215.35
775.95,213.35
775.95,211.35
775.95,209.4
775.95,207.4
775.95,205.4
775.95,203.45
775.95,201.45
775.95,199.5
775.95,197.5
775.95,195.55
775.95,193.55
775.95,191.6
775.95,189.6
775.95,187.65
775.95,185.65
775.95,183.65
775.95,181.7
775.95,179.7
775.95,177.75
775.95,175.75
775.95,173.8
775.95,171.8
775.95,169.85
775.95,167.85
775.95,165.85
775.95,163.9
775.95,161.9
775.95,159.9
775.95,157.95
775.95,156
775.95,154
775.95,152.05
775.95,150.05
775.95,148.1
775.95,146.1
775.95,144.1
775.95,142.15
775.95,140.15
775.95,138.15
775.95,136.2
775.95,134.2
775.95,132.25
775.95,130.25
775.95,128.3
775.25,127
773.3,127
771.3,127
769.35,127
767.35,127
765.35,127
763.4,127
761.4,127
759.45,127
757.45,127
755.5,127
753.5,127
751.55,127
749.55,127
747.55,127
745.6,127
743.6,127
741.6,127
739.65,127
737.65,127
735.7,127
733.7,127
731.75,127
729.8,127
727.8,127
725.8,127
723.85,127
721.85,127
719.85,127
717.9,127
715.9,127
713.95,127
711.95,127
710,127
708,127
706.05,127
704.05,127
702.05,127
700.1,127
698.1,127
696.15,127
694.15,127
692.2,127
690.2,127
688.25,127
686.25,127
684.3,127
682.3,127
680.3,127
678.35,127
676.35,127
674.35,127
672.4,127
670.4,127
668.45,127
666.45,127
664.5,127
662.5,127
660.55,127
658.55,127
656.6,127
654.6,127
652.6,127
651.95,128.3
651.95,130.3
651.95,132.25
651.95,134.25
651.95,136.2
651.95,138.2
651.95,140.15
651.95,142.15
651.95,144.15
651.95,146.1
651.95,148.1
651.95,150.1
651.95,152.05
651.95,154.05
651.95,156
651.95,157.95
651.95,159.95
651.95,161.9
651.95,163.9
651.95,165.9
651.95,167.85
651.95,169.85
651.95,171.85
651.95,173.8
651.95,175.8
651.95,177.75
651.95,179.75
651.95,181.7
651.95,183.7
651.95,185.65
651.95,187.65
651.95,189.6
651.95,191.6
651.95,193.6
651.95,195.55
651.95,197.55
651.95,199.5
651.95,201.5
651.95,203.45
651.95,205.45
651.95,207.4
651.95,209.4
651.95,211.4
651.95,213.35
651.95,215.35
651.95,217.3
651.95,219.3
651.95,221.3
651.95,223.25
651.95,225.25
651.95,227.2
651.95,229.15
651.95,231.15
651.95,233.15
651.95,235.1
651.95,237.1
651.95,239.1
651.95,241.05
651.95,243.05
651.95,245
651.95,247
651.95,248.95
651.95,250.95
651.95,252.9
651.95,254.9
651.95,256.85
651.95,258.85
651.95,260.85
651.95,262.8
651.95,264.8
651.95,266.75
651.95,268.75
651.95,270.7
651.95,272.7
651.95,274.65
651.95,276.65
651.95,278.65
651.95,280.6
651.95,282.6
651.95,284.6
651.95,286.55
651.95,288.55
651.95,290.5
651.95,292.5
651.95,294.45
651.95,296.45
651.95,298.4
651.95,300.4
651.95,302.35
651.95,304.35
651.95,306.35
651.95,308.3
651.95,310.3
651.95,312.25
651.95,314.25
651.95,316.2
651.95,318.2
651.95,320.15
651.95,322.15
651.95,324.1
651.95,326.1
651.95,328.1
651.95,330.05
651.95,332.05
651.95,334.05
651.95,336
651.95,337.95
651.95,339.95
651.95,341.9
651.95,343.9
651.95,345.9
651.95,347.85
651.95,349.85
651.95,351.85
651.95,353.8
651.95,355.8
651.95,357.75
651.95,359.75
651.95,361.7
651.95,363.7
651.95,365.65
651.95,367.65
651.95,369.6
651.95,371.6
651.95,373.6
651.95,375.55
651.95,377.55
651.95,379.5
651.95,381.5
651.95,383.45
651.95,385.45
651.95,387.4
651.95,389.4
651.95,391.35
651.95,393.35
651.95,395.35
651.95,397.35
651.95,399.3
651.95,401.3
651.95,403.25
651.95,405.25
651.95,407.2
651.95,409.15
651.95,411.15
651.95,413.15
651.95,415.1
651.95,417.1
651.95,419.1
651.95,421.05
651.95,423.05
651.95,425
651.95,427
651.95,428.95
651.95,430.95
651.95,432.9
651.95,434.9
651.95,436.85
651.95,438.85
651.95,440.85
651.95,442.8
651.95,444.8
651.95,446.75
651.95,448.75
650.25,449
648.25,449
646.3,449
644.3,449
642.35,449
640.35,449
638.35,449
636.4,449
634.4,449
632.4,449
630.45,449
628.45,449
626.5,449
624.5,449
622.55,449
620.55,449
618.6,449
616.6,449
614.6,449
612.65,449
610.65,449
608.7,449
606.7,449
604.75,449
602.75,449
600.8,449
598.8,449
596.85,449
594.85,449
592.85,449
590.9,449
588.9,449
586.9,449
584.95,449
583,449
581,449
579.05,449
577.05,449
575.1,449
573.1,449
571.1,449
569.15,449
567.15,449
565.15,449
563.2,449
561.2,449
559.25,449
557.25,449
555.3,449
553.3,449
551.35,449
549.35,449
547.35,449
545.4,449
543.4,449
541.45,449
539.45,449
537.5,449
535.5,449
533.55,449
531.55,449
529.6,449
527.6,449
525.6,449
523.65,449
521.65,449
519.65,449
517.7,449
515.7,449
513.75,449
511.75,449
509.8,449
507.8,449
505.85,449
503.85,449
501.9,449
499.9,449
497.9,449
495.95,449
493.95,449
492,449
490,449
488.05,449
486.05,449
484.1,449
482.1,449
480.1,449
478.15,449
476.15,449
474.2,449
472.2,449
470.25,449
468.25,449
466.3,449
464.3,449
462.35,449
460.35,449
458.35,449
456.4,449
454.4,449
452.4,449
450.45,449
448.45,449
446.5,449
444.5,449
442.55,449
440.55,449
438.6,449
436.6,449
434.6,449
432.65,449
430.65,449
428.7,449
426.7,449
424.75,449
422.75,449
420.8,449
418.8,449
416.85,449
414.85,449
412.85,449
410.9,449
408.9,449
406.9,449
404.95,449
402.95,449
401,449
399.05,449
397.05,449
395.1,449
393.1,449
